SEASON,PLAYER_ID,FIRST_NAME,LAST_NAME,PLAYER_NAME,POSITION,HEIGHT_WO_SHOES,HEIGHT_WO_SHOES_FT_IN,HEIGHT_W_SHOES,HEIGHT_W_SHOES_FT_IN,WEIGHT,WINGSPAN,WINGSPAN_FT_IN,STANDING_REACH,STANDING_REACH_FT_IN,BODY_FAT_PCT,HAND_LENGTH,HAND_WIDTH,STANDING_VERTICAL_LEAP,MAX_VERTICAL_LEAP,LANE_AGILITY_TIME,MODIFIED_LANE_AGILITY_TIME,THREE_QUARTER_SPRINT,BENCH_PRESS,SPOT_FIFTEEN_CORNER_LEFT,SPOT_FIFTEEN_BREAK_LEFT,SPOT_FIFTEEN_TOP_KEY,SPOT_FIFTEEN_BREAK_RIGHT,SPOT_FIFTEEN_CORNER_RIGHT,SPOT_COLLEGE_CORNER_LEFT,SPOT_COLLEGE_BREAK_LEFT,SPOT_COLLEGE_TOP_KEY,SPOT_COLLEGE_BREAK_RIGHT,SPOT_COLLEGE_CORNER_RIGHT,SPOT_NBA_CORNER_LEFT,SPOT_NBA_BREAK_LEFT,SPOT_NBA_TOP_KEY,SPOT_NBA_BREAK_RIGHT,SPOT_NBA_CORNER_RIGHT,OFF_DRIB_FIFTEEN_BREAK_LEFT,OFF_DRIB_FIFTEEN_TOP_KEY,OFF_DRIB_FIFTEEN_BREAK_RIGHT,OFF_DRIB_COLLEGE_BREAK_LEFT,OFF_DRIB_COLLEGE_TOP_KEY,OFF_DRIB_COLLEGE_BREAK_RIGHT,ON_MOVE_FIFTEEN,ON_MOVE_COLLEGE,TEMP_PLAYER_ID.x,FIFTEEN_CORNER_LEFT_MADE,FIFTEEN_CORNER_LEFT_ATTEMPT,FIFTEEN_CORNER_LEFT_PCT,FIFTEEN_BREAK_LEFT_MADE,FIFTEEN_BREAK_LEFT_ATTEMPT,FIFTEEN_BREAK_LEFT_PCT,FIFTEEN_TOP_KEY_MADE,FIFTEEN_TOP_KEY_ATTEMPT,FIFTEEN_TOP_KEY_PCT,FIFTEEN_BREAK_RIGHT_MADE,FIFTEEN_BREAK_RIGHT_ATTEMPT,FIFTEEN_BREAK_RIGHT_PCT,FIFTEEN_CORNER_RIGHT_MADE,FIFTEEN_CORNER_RIGHT_ATTEMPT,FIFTEEN_CORNER_RIGHT_PCT,COLLEGE_CORNER_LEFT_MADE,COLLEGE_CORNER_LEFT_ATTEMPT,COLLEGE_CORNER_LEFT_PCT,COLLEGE_BREAK_LEFT_MADE,COLLEGE_BREAK_LEFT_ATTEMPT,COLLEGE_BREAK_LEFT_PCT,COLLEGE_TOP_KEY_MADE,COLLEGE_TOP_KEY_ATTEMPT,COLLEGE_TOP_KEY_PCT,COLLEGE_BREAK_RIGHT_MADE,COLLEGE_BREAK_RIGHT_ATTEMPT,COLLEGE_BREAK_RIGHT_PCT,COLLEGE_CORNER_RIGHT_MADE,COLLEGE_CORNER_RIGHT_ATTEMPT,COLLEGE_CORNER_RIGHT_PCT,NBA_CORNER_LEFT_MADE,NBA_CORNER_LEFT_ATTEMPT,NBA_CORNER_LEFT_PCT,NBA_BREAK_LEFT_MADE,NBA_BREAK_LEFT_ATTEMPT,NBA_BREAK_LEFT_PCT,NBA_TOP_KEY_MADE,NBA_TOP_KEY_ATTEMPT,NBA_TOP_KEY_PCT,NBA_BREAK_RIGHT_MADE,NBA_BREAK_RIGHT_ATTEMPT,NBA_BREAK_RIGHT_PCT,NBA_CORNER_RIGHT_MADE,NBA_CORNER_RIGHT_ATTEMPT,NBA_CORNER_RIGHT_PCT,TEMP_PLAYER_ID.y,OFF_DRIB_FIFTEEN_BREAK_LEFT_MADE,OFF_DRIB_FIFTEEN_BREAK_LEFT_ATTEMPT,OFF_DRIB_FIFTEEN_BREAK_LEFT_PCT,OFF_DRIB_FIFTEEN_TOP_KEY_MADE,OFF_DRIB_FIFTEEN_TOP_KEY_ATTEMPT,OFF_DRIB_FIFTEEN_TOP_KEY_PCT,OFF_DRIB_FIFTEEN_BREAK_RIGHT_MADE,OFF_DRIB_FIFTEEN_BREAK_RIGHT_ATTEMPT,OFF_DRIB_FIFTEEN_BREAK_RIGHT_PCT,OFF_DRIB_COLLEGE_BREAK_LEFT_MADE,OFF_DRIB_COLLEGE_BREAK_LEFT_ATTEMPT,OFF_DRIB_COLLEGE_BREAK_LEFT_PCT,OFF_DRIB_COLLEGE_TOP_KEY_MADE,OFF_DRIB_COLLEGE_TOP_KEY_ATTEMPT,OFF_DRIB_COLLEGE_TOP_KEY_PCT,OFF_DRIB_COLLEGE_BREAK_RIGHT_MADE,OFF_DRIB_COLLEGE_BREAK_RIGHT_ATTEMPT,OFF_DRIB_COLLEGE_BREAK_RIGHT_PCT,ON_MOVE_FIFTEEN_MADE,ON_MOVE_FIFTEEN_ATTEMPT,ON_MOVE_FIFTEEN_PCT,ON_MOVE_COLLEGE_MADE,ON_MOVE_COLLEGE_ATTEMPT,ON_MOVE_COLLEGE_PCT
2022,1631165,Keon,Ellis,Keon Ellis,SG,75.5,6' 3.50'',76.75,6' 4.75'',167.40,80.5,6' 8.50'',102,8' 6.00'',3.8,8,9.25,28,35.5,10.87,3.02,3.18,NA,NA,NA,NA,NA,NA,14-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25-30,NA,NA,NA,15-25,1631165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,25,0.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1631165,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,30,0.833,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,25,0.6
2022,1630701,Michael,Foster Jr.,Michael Foster Jr.,C,79.75,6' 7.75'',81.25,6' 9.25'',236.60,84.25,7' 0.25'',109.5,9' 1.50'',6.2,8.75,10,28,32.5,11.49,3.1,3.22,NA,NA,NA,NA,NA,NA,15-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20-30,NA,NA,NA,14-25,1630701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,25,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1630701,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,30,0.667,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,25,0.56
2022,1631221,Collin,Gillespie,Collin Gillespie,PG,73.5,6' 1.50'',74.75,6' 2.75'',195.80,76,6' 4.00'',98,8' 2.00'',8.6,8.25,9,26.5,33,10.95,3.01,3.21,NA,NA,NA,NA,NA,NA,18-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23-30,NA,NA,NA,16-25,1631221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,25,0.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1631221,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,30,0.767,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,25,0.64
2022,1631100,AJ,Griffin,AJ Griffin,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1631100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1631100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,1630702,Jaden,Hardy,Jaden Hardy,SG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1630702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1630702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,1631199,Ron,Harper Jr.,Ron Harper Jr.,SF,76,6' 4.00'',77.5,6' 5.50'',240.40,85.25,7' 1.25'',105.5,8' 9.50'',14.3,9.5,10,26,30.5,11.41,3.24,3.4,NA,NA,NA,NA,NA,NA,17-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22-30,NA,NA,NA,15-25,1631199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,25,0.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1631199,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,30,0.733,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,25,0.6
2022,1631096,Chet,Holmgren,Chet Holmgren,PF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1631096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1631096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,1631127,Harrison,Ingram,Harrison Ingram,SF,77.25,6' 5.25'',79,6' 7.00'',232.80,84.25,7' 0.25'',103.5,8' 7.50'',8.3,9,10,29.5,35,11.83,3.26,3.31,NA,NA,NA,NA,NA,NA,12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15-30,NA,NA,NA,13-25,1631127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,25,0.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1631127,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,30,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,25,0.52
2022,1631093,Jaden,Ivey,Jaden Ivey,PG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1631093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1631093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,1631218,Trayce,Jackson-Davis,Trayce Jackson-Davis,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1631218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1631218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,1631107,Nikola,Jovic,Nikola Jovic,SF,81.5,6' 9.50'',83,6' 11.00'',222.60,84.25,7' 0.25'',108.5,9' 0.50'',7.4,8.75,9.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1631107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1631107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,1630548,Johnny,Juzang,Johnny Juzang,SG,77.25,6' 5.25'',78.5,6' 6.50'',208.60,83,6' 11.00'',102.5,8' 6.50'',7.5,8.5,9.5,27.5,32.5,11.03,3.17,3.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1630548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1630548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,1631130,Ismael,Kamagate,Ismael Kamagate,PF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1631130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1631130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,1631211,Trevor,Keels,Trevor Keels,SG,75.25,6' 3.25'',76.75,6' 4.75'',223.80,79.25,6' 7.25'',101,8' 5.00'',13.5,8.25,9,24.5,31,11.33,3.32,3.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1631211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1631211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,1631117,Walker,Kessler,Walker Kessler,C,84.25,7' 0.25'',85,7' 1.00'',256.00,88.25,7' 4.25'',113,9' 5.00'',14.7,8.5,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1631117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1631117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,1631132,Christian,Koloko,Christian Koloko,C,82.75,6' 10.75'',84,7' 0.00'',221.00,89.25,7' 5.25'',113,9' 5.00'',5.7,9,10.75,28,33.5,11.3,3.19,3.27,NA,NA,NA,NA,NA,NA,9-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15-30,NA,NA,NA,16-25,1631132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,25,0.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1631132,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,30,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,25,0.64
2022,1631222,Jake,LaRavia,Jake LaRavia,PF,78.75,6' 6.75'',80,6' 8.00'',227.20,81.5,6' 9.50'',104,8' 8.00'',9,8.5,10.25,27.5,34,10.58,2.89,3.37,NA,NA,NA,NA,NA,NA,14-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21-30,NA,NA,NA,17-25,1631222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,25,0.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1631222,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,30,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,25,0.68
2022,1631171,Justin,Lewis,Justin Lewis,PF,78.25,6' 6.25'',79.5,6' 7.50'',235.40,86.5,7' 2.50'',105.5,8' 9.50'',7.3,9,10.5,32.5,35,11.49,3.02,3.23,NA,NA,NA,NA,NA,NA,19-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17-30,NA,NA,NA,9-25,1631171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,25,0.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1631171,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,30,0.567,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,25,0.36
2022,1630604,E.J.,Liddell,E.J. Liddell,PF,77.5,6' 5.50'',79,6' 7.00'',243.00,83.75,6' 11.75'',103.5,8' 7.50'',12.2,8.25,9.25,35.5,38,11.11,3.23,3.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1630604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1630604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,1631254,Kenneth,Lofton Jr.,Kenneth Lofton Jr.,PF-C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1631254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1631254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,1631213,Tyrese,Martin,Tyrese Martin,SG-SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1631213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1631213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,1631097,Bennedict,Mathurin,Bennedict Mathurin,SG,76.5,6' 4.50'',78,6' 6.00'',204.60,81,6' 9.00'',104,8' 8.00'',5.7,8.5,9.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1631097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1631097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,1630571,Matthew,Mayer,Matthew Mayer,SF,80,6' 8.00'',81.25,6' 9.25'',216.40,82.5,6' 10.50'',105,8' 9.00'',11.1,9,10.25,25.5,31.5,10.74,NA,3.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1630571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1630571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,1631121,Bryce,McGowens,Bryce McGowens,SG,77.25,6' 5.25'',78.5,6' 6.50'',181.20,80.75,6' 8.75'',103.5,8' 7.50'',5.4,8.75,9.5,29.5,34,11.12,3.16,3.27,NA,NA,NA,NA,NA,NA,11-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18-30,NA,NA,NA,13-25,1631121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,25,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1631121,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,30,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,25,0.52
2022,1631159,Leonard,Miller,Leonard Miller,SF,80.5,6' 8.50'',82,6' 10.00'',211.00,86,7' 2.00'',106.5,8' 10.50'',5.7,9.25,10.5,30,36.5,11.11,3.02,3.36,NA,NA,NA,NA,NA,NA,10-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15-30,NA,NA,NA,NA,1631159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,25,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1631159,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,30,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,1631125,Josh,Minnott,Josh Minnott,PF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1631125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1631125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,1631198,Aminu,Mohammed,Aminu Mohammed,SG-SF,75.5,6' 3.50'',77,6' 5.00'',212.80,83,6' 11.00'',104,8' 8.00'',5.1,8.75,9.5,29.5,36,11.54,3.04,3.33,NA,NA,NA,NA,NA,NA,15-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23-30,NA,NA,NA,11-25,1631198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,25,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1631198,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,30,0.767,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,25,0.44
2022,1631129,Iverson,Molinar,Iverson Molinar,PG,74.25,6' 2.25'',75.25,6' 3.25'',183.20,80,6' 8.00'',101,8' 5.00'',4.8,8.5,9.5,31,38,11.23,3.1,3.19,NA,NA,NA,NA,NA,NA,12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20-30,NA,NA,NA,10-25,1631129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,25,0.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1631129,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,30,0.667,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,25,0.4
2022,1631168,Jean,Montero,Jean Montero,PG,73,6' 1.00'',74.25,6' 2.25'',171.80,77.25,6' 5.25'',98.5,8' 2.50'',7.4,8,8.75,29.5,37,11.19,3.17,3.17,NA,NA,NA,NA,NA,NA,16-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21-30,NA,NA,NA,15-25,1631168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,25,0.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1631168,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,30,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,25,0.6
