,id,uid,date,attendance,timeValid,neutralSite,conferenceCompetition,recent,notes,startDate,type.id,type.abbreviation,venue.id,venue.fullName,venue.address.city,venue.address.state,venue.capacity,venue.indoor,status.clock,status.displayClock,status.period,status.type.id,status.type.name,status.type.state,status.type.completed,status.type.description,status.type.detail,status.type.shortDetail,series.type,series.title,series.summary,series.completed,series.totalCompetitions,series.competitors,home.id,home.uid,home.location,home.name,home.abbreviation,home.displayName,home.shortDisplayName,home.color,home.alternateColor,home.isActive,home.venue.id,home.logo,away.id,away.uid,away.location,away.name,away.abbreviation,away.displayName,away.shortDisplayName,away.color,away.alternateColor,away.isActive,away.venue.id,away.logo,season,status.type.altDetail
0,291204027,s:40~l:46~e:291204027~c:291204027,2009-12-05T00:00Z,20173,True,False,False,False,[],2009-12-05T00:00Z,1,STD,1823,Capital One Arena,Washington,DC,20600.0,True,0.0,0.0,5,3,STATUS_FINAL,post,True,Final,Final/OT,Final/OT,,,,,,,27,s:40~l:46~t:27,Washington,Wizards,WSH,Washington Wizards,Wizards,0E3764,e31837,True,1823,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/wsh.png,28,s:40~l:46~t:28,Toronto,Raptors,TOR,Toronto Raptors,Raptors,CE0F41,061922,True,1838,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/tor.png,2010,OT
0,291204001,s:40~l:46~e:291204001~c:291204001,2009-12-05T00:30Z,17165,True,False,False,False,[],2009-12-05T00:30Z,1,STD,1827,State Farm Arena,Atlanta,GA,16888.0,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,,,,,,,1,s:40~l:46~t:1,Atlanta,Hawks,ATL,Atlanta Hawks,Hawks,002B5C,002b5c,True,1827,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/atl.png,18,s:40~l:46~t:18,New York,Knicks,NY,New York Knicks,Knicks,225EA8,f58426,True,1830,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/ny.png,2010,
0,291204003,s:40~l:46~e:291204003~c:291204003,2009-12-05T01:00Z,14720,True,False,False,False,[],2009-12-05T01:00Z,1,STD,985,Smoothie King Center,New Orleans,LA,16867.0,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,,,,,,,3,s:40~l:46~t:3,New Orleans,Hornets,NO,New Orleans Hornets,Hornets,0093B1,b4975a,False,985,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/no.png,16,s:40~l:46~t:16,Minnesota,Timberwolves,MIN,Minnesota Timberwolves,Timberwolves,0E3764,c4ced3,True,2029,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/min.png,2010,
0,291204005,s:40~l:46~e:291204005~c:291204005,2009-12-05T01:00Z,20562,True,False,False,False,[],2009-12-05T01:00Z,1,STD,3417,Rocket Mortgage FieldHouse,Cleveland,OH,19432.0,False,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,playoff,Playoff Series,CLE Wins series 4-1,True,7.0,"[{'id': '5', 'uid': 's:40~l:46~t:5', 'wins': 4, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2010/teams/5?lang=en&region=us'}, {'id': '4', 'uid': 's:40~l:46~t:4', 'wins': 1, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2010/teams/4?lang=en&region=us'}]",5,s:40~l:46~t:5,Cleveland,Cavaliers,CLE,Cleveland Cavaliers,Cavaliers,061642,fdbb30,True,3417,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/cle.png,4,s:40~l:46~t:4,Chicago,Bulls,CHI,Chicago Bulls,Bulls,000000,000000,True,1847,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/chi.png,2010,
0,291204008,s:40~l:46~e:291204008~c:291204008,2009-12-05T01:00Z,16557,True,False,False,False,[],2009-12-05T01:00Z,1,STD,3419,The Palace of Auburn Hills,Detroit,MI,22076.0,False,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,,,,,,,8,s:40~l:46~t:8,Detroit,Pistons,DET,Detroit Pistons,Pistons,FA002C,006bb6,True,3419,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/det.png,15,s:40~l:46~t:15,Milwaukee,Bucks,MIL,Milwaukee Bucks,Bucks,003813,f0ebd2,True,2099,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/mil.png,2010,
0,291204017,s:40~l:46~e:291204017~c:291204017,2009-12-05T01:00Z,12131,True,False,False,False,[],2009-12-05T01:00Z,1,STD,2562,IZOD Center,East Rutherford,NJ,19990.0,False,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,,,,,,,17,s:40~l:46~t:17,New Jersey,Nets,NJ,New Jersey Nets,Nets,06143F,ffffff,False,2562,,30,s:40~l:46~t:30,Charlotte,Bobcats,CHA,Charlotte Bobcats,Bobcats,FE3310,008ca8,False,1893,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/cha.png,2010,
0,291204025,s:40~l:46~e:291204025~c:291204025,2009-12-05T01:00Z,18203,True,False,False,False,[],2009-12-05T01:00Z,1,STD,2559,Chesapeake Energy Arena,Oklahoma City,OK,18203.0,False,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,,,,,,,25,s:40~l:46~t:25,Oklahoma City,Thunder,OKC,Oklahoma City Thunder,Thunder,C67C03,f05133,True,2559,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/okc.png,2,s:40~l:46~t:2,Boston,Celtics,BOS,Boston Celtics,Celtics,006532,f1f2f3,True,1824,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/bos.png,2010,
0,291204029,s:40~l:46~e:291204029~c:291204029,2009-12-05T01:00Z,13020,True,False,False,False,[],2009-12-05T01:00Z,1,STD,1392,FedExForum,Memphis,TN,18400.0,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,,,,,,,29,s:40~l:46~t:29,Memphis,Grizzlies,MEM,Memphis Grizzlies,Grizzlies,5D76A8,7399c6,True,1392,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/mem.png,6,s:40~l:46~t:6,Dallas,Mavericks,DAL,Dallas Mavericks,Mavericks,0C479D,c4ced3,True,516,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/dal.png,2010,
0,291204026,s:40~l:46~e:291204026~c:291204026,2009-12-05T02:00Z,19347,True,False,False,False,[],2009-12-05T02:00Z,1,STD,3093,Vivint Smart Home Arena,Salt Lake City,UT,18306.0,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,,,,,,,26,s:40~l:46~t:26,Utah,Jazz,UTAH,Utah Jazz,Jazz,06143F,f9a01b,True,3093,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/utah.png,11,s:40~l:46~t:11,Indiana,Pacers,IND,Indiana Pacers,Pacers,061642,00275d,True,2183,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/ind.png,2010,
0,291204013,s:40~l:46~e:291204013~c:291204013,2009-12-05T03:30Z,18997,True,False,False,False,[],2009-12-05T03:30Z,1,STD,1841,STAPLES Center,Los Angeles,CA,19068.0,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,,,,,,,13,s:40~l:46~t:13,Los Angeles,Lakers,LAL,Los Angeles Lakers,Lakers,542582,552582,True,1841,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/lal.png,14,s:40~l:46~t:14,Miami,Heat,MIA,Miami Heat,Heat,000000,000000,True,3438,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/mia.png,2010,
0,291205030,s:40~l:46~e:291205030~c:291205030,2009-12-06T00:00Z,13352,True,False,False,False,[],2009-12-06T00:00Z,1,STD,1893,Spectrum Center,Charlotte,NC,19077.0,False,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,,,,,,,30,s:40~l:46~t:30,Charlotte,Bobcats,CHA,Charlotte Bobcats,Bobcats,FE3310,008ca8,False,1893,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/cha.png,20,s:40~l:46~t:20,Philadelphia,76ers,PHI,Philadelphia 76ers,76ers,000000,f1f2f3,True,1845,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/phi.png,2010,
0,291205004,s:40~l:46~e:291205004~c:291205004,2009-12-06T01:00Z,20481,True,False,False,False,[],2009-12-06T01:00Z,1,STD,1847,United Center,Chicago,IL,20917.0,False,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,,,,,,,4,s:40~l:46~t:4,Chicago,Bulls,CHI,Chicago Bulls,Bulls,000000,000000,True,1847,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/chi.png,28,s:40~l:46~t:28,Toronto,Raptors,TOR,Toronto Raptors,Raptors,CE0F41,061922,True,1838,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/tor.png,2010,
0,291205016,s:40~l:46~e:291205016~c:291205016,2009-12-06T01:00Z,18466,True,False,False,False,[],2009-12-06T01:00Z,1,STD,2029,Target Center,Minneapolis,MN,19356.0,False,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,,,,,,,16,s:40~l:46~t:16,Minnesota,Timberwolves,MIN,Minnesota Timberwolves,Timberwolves,0E3764,c4ced3,True,2029,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/min.png,26,s:40~l:46~t:26,Utah,Jazz,UTAH,Utah Jazz,Jazz,06143F,f9a01b,True,3093,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/utah.png,2010,
0,291205024,s:40~l:46~e:291205024~c:291205024,2009-12-06T01:30Z,17592,True,False,False,False,[],2009-12-06T01:30Z,1,STD,780,AT&T Center,San Antonio,TX,18354.0,False,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,,,,,,,24,s:40~l:46~t:24,San Antonio,Spurs,SA,San Antonio Spurs,Spurs,000000,061922,True,780,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/sa.png,7,s:40~l:46~t:7,Denver,Nuggets,DEN,Denver Nuggets,Nuggets,0860A8,fdb927,True,892,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/den.png,2010,
0,291205006,s:40~l:46~e:291205006~c:291205006,2009-12-06T02:00Z,19550,True,False,False,False,[],2009-12-06T02:00Z,1,STD,516,American Airlines Center,Dallas,TX,19200.0,False,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,,,,,,,6,s:40~l:46~t:6,Dallas,Mavericks,DAL,Dallas Mavericks,Mavericks,0C479D,c4ced3,True,516,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/dal.png,1,s:40~l:46~t:1,Atlanta,Hawks,ATL,Atlanta Hawks,Hawks,002B5C,002b5c,True,1827,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/atl.png,2010,
0,291205021,s:40~l:46~e:291205021~c:291205021,2009-12-06T02:00Z,17747,True,False,False,False,[],2009-12-06T02:00Z,1,STD,1949,Phoenix Suns Arena,Phoenix,AZ,18055.0,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,,,,,,,21,s:40~l:46~t:21,Phoenix,Suns,PHX,Phoenix Suns,Suns,23006A,f1f2f3,True,1949,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/phx.png,23,s:40~l:46~t:23,Sacramento,Kings,SAC,Sacramento Kings,Kings,393996,8e9090,True,2247,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/sac.png,2010,
0,291205022,s:40~l:46~e:291205022~c:291205022,2009-12-06T03:00Z,20555,True,False,False,False,[],2009-12-06T03:00Z,1,STD,3423,Moda Center,Portland,OR,19441.0,False,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,,,,,,,22,s:40~l:46~t:22,Portland,Trail Blazers,POR,Portland Trail Blazers,Trail Blazers,000000,bac3c9,True,3423,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/por.png,10,s:40~l:46~t:10,Houston,Rockets,HOU,Houston Rockets,Rockets,D40026,c4ced3,True,1394,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/hou.png,2010,
0,291205009,s:40~l:46~e:291205009~c:291205009,2009-12-06T03:30Z,19054,True,False,False,False,[],2009-12-06T03:30Z,1,STD,2465,ORACLE Arena,Oakland,CA,19596.0,False,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,,,,,,,9,s:40~l:46~t:9,Golden State,Warriors,GS,Golden State Warriors,Warriors,00275D,fdb927,True,2465,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/gs.png,19,s:40~l:46~t:19,Orlando,Magic,ORL,Orlando Magic,Magic,0860A8,c4ced3,True,4042,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/orl.png,2010,
0,291205012,s:40~l:46~e:291205012~c:291205012,2009-12-06T03:30Z,15305,True,False,False,False,[],2009-12-06T03:30Z,1,STD,1841,STAPLES Center,Los Angeles,CA,19068.0,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,,,,,,,12,s:40~l:46~t:12,LA,Clippers,LAC,LA Clippers,Clippers,FA0028,f1f2f3,True,1841,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/lac.png,11,s:40~l:46~t:11,Indiana,Pacers,IND,Indiana Pacers,Pacers,061642,00275d,True,2183,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/ind.png,2010,
0,291206018,s:40~l:46~e:291206018~c:291206018,2009-12-06T17:00Z,19602,True,False,False,False,[],2009-12-06T17:00Z,1,STD,1830,Madison Square Garden,New York,NY,19763.0,False,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,,,,,,,18,s:40~l:46~t:18,New York,Knicks,NY,New York Knicks,Knicks,225EA8,f58426,True,1830,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/ny.png,17,s:40~l:46~t:17,New Jersey,Nets,NJ,New Jersey Nets,Nets,06143F,ffffff,False,2562,,2010,
0,291206015,s:40~l:46~e:291206015~c:291206015,2009-12-06T20:00Z,16625,True,False,False,False,[],2009-12-06T20:00Z,1,STD,2099,BMO Harris Bradley Center,Milwaukee,WI,18717.0,False,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,,,,,,,15,s:40~l:46~t:15,Milwaukee,Bucks,MIL,Milwaukee Bucks,Bucks,003813,f0ebd2,True,2099,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/mil.png,5,s:40~l:46~t:5,Cleveland,Cavaliers,CLE,Cleveland Cavaliers,Cavaliers,061642,fdbb30,True,3417,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/cle.png,2010,
0,291206008,s:40~l:46~e:291206008~c:291206008,2009-12-06T23:00Z,14123,True,False,False,False,[],2009-12-06T23:00Z,1,STD,3419,The Palace of Auburn Hills,Detroit,MI,22076.0,False,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,,,,,,,8,s:40~l:46~t:8,Detroit,Pistons,DET,Detroit Pistons,Pistons,FA002C,006bb6,True,3419,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/det.png,27,s:40~l:46~t:27,Washington,Wizards,WSH,Washington Wizards,Wizards,0E3764,e31837,True,1823,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/wsh.png,2010,
0,291206023,s:40~l:46~e:291206023~c:291206023,2009-12-07T02:00Z,13186,True,False,False,False,[],2009-12-07T02:00Z,1,STD,2247,Sleep Train Arena,Sacramento,CA,17317.0,False,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,,,,,,,23,s:40~l:46~t:23,Sacramento,Kings,SAC,Sacramento Kings,Kings,393996,8e9090,True,2247,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/sac.png,14,s:40~l:46~t:14,Miami,Heat,MIA,Miami Heat,Heat,000000,000000,True,3438,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/mia.png,2010,
0,291206013,s:40~l:46~e:291206013~c:291206013,2009-12-07T02:30Z,18997,True,False,False,False,[],2009-12-07T02:30Z,1,STD,1841,STAPLES Center,Los Angeles,CA,19068.0,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,playoff,Playoff Series,LAL win series 4-2,True,7.0,"[{'id': '13', 'uid': 's:40~l:46~t:13', 'wins': 4, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2010/teams/13?lang=en&region=us'}, {'id': '21', 'uid': 's:40~l:46~t:21', 'wins': 2, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2010/teams/21?lang=en&region=us'}]",13,s:40~l:46~t:13,Los Angeles,Lakers,LAL,Los Angeles Lakers,Lakers,542582,552582,True,1841,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/lal.png,21,s:40~l:46~t:21,Phoenix,Suns,PHX,Phoenix Suns,Suns,23006A,f1f2f3,True,1949,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/phx.png,2010,
0,291207020,s:40~l:46~e:291207020~c:291207020,2009-12-08T00:00Z,20664,True,False,False,False,[],2009-12-08T00:00Z,1,STD,1845,Wells Fargo Center,Philadelphia,PA,20155.0,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,,,,,,,20,s:40~l:46~t:20,Philadelphia,76ers,PHI,Philadelphia 76ers,76ers,000000,f1f2f3,True,1845,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/phi.png,7,s:40~l:46~t:7,Denver,Nuggets,DEN,Denver Nuggets,Nuggets,0860A8,fdb927,True,892,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/den.png,2010,
0,291207018,s:40~l:46~e:291207018~c:291207018,2009-12-08T00:30Z,19763,True,False,False,False,[],2009-12-08T00:30Z,1,STD,1830,Madison Square Garden,New York,NY,19763.0,False,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,,,,,,,18,s:40~l:46~t:18,New York,Knicks,NY,New York Knicks,Knicks,225EA8,f58426,True,1830,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/ny.png,22,s:40~l:46~t:22,Portland,Trail Blazers,POR,Portland Trail Blazers,Trail Blazers,000000,bac3c9,True,3423,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/por.png,2010,
0,291207025,s:40~l:46~e:291207025~c:291207025,2009-12-08T01:00Z,17334,True,False,False,False,[],2009-12-08T01:00Z,1,STD,2559,Chesapeake Energy Arena,Oklahoma City,OK,18203.0,False,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,,,,,,,25,s:40~l:46~t:25,Oklahoma City,Thunder,OKC,Oklahoma City Thunder,Thunder,C67C03,f05133,True,2559,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/okc.png,9,s:40~l:46~t:9,Golden State,Warriors,GS,Golden State Warriors,Warriors,00275D,fdb927,True,2465,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/gs.png,2010,
0,291207026,s:40~l:46~e:291207026~c:291207026,2009-12-08T02:00Z,17565,True,False,False,False,[],2009-12-08T02:00Z,1,STD,3093,Vivint Smart Home Arena,Salt Lake City,UT,18306.0,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,,,,,,,26,s:40~l:46~t:26,Utah,Jazz,UTAH,Utah Jazz,Jazz,06143F,f9a01b,True,3093,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/utah.png,24,s:40~l:46~t:24,San Antonio,Spurs,SA,San Antonio Spurs,Spurs,000000,061922,True,780,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/sa.png,2010,
0,291208028,s:40~l:46~e:291208028~c:291208028,2009-12-09T00:00Z,15167,True,False,False,False,[],2009-12-09T00:00Z,1,STD,1838,Scotiabank Arena,Toronto,ON,19800.0,False,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,,,,,,,28,s:40~l:46~t:28,Toronto,Raptors,TOR,Toronto Raptors,Raptors,CE0F41,061922,True,1838,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/tor.png,16,s:40~l:46~t:16,Minnesota,Timberwolves,MIN,Minnesota Timberwolves,Timberwolves,0E3764,c4ced3,True,2029,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/min.png,2010,
0,291208030,s:40~l:46~e:291208030~c:291208030,2009-12-09T00:00Z,14127,True,False,False,False,[],2009-12-09T00:00Z,1,STD,1893,Spectrum Center,Charlotte,NC,19077.0,False,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,,,,,,,30,s:40~l:46~t:30,Charlotte,Bobcats,CHA,Charlotte Bobcats,Bobcats,FE3310,008ca8,False,1893,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/cha.png,7,s:40~l:46~t:7,Denver,Nuggets,DEN,Denver Nuggets,Nuggets,0860A8,fdb927,True,892,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/den.png,2010,
0,291208002,s:40~l:46~e:291208002~c:291208002,2009-12-09T00:30Z,18624,True,False,False,False,[],2009-12-09T00:30Z,1,STD,1824,TD Garden,Boston,MA,18624.0,False,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,,,,,,,2,s:40~l:46~t:2,Boston,Celtics,BOS,Boston Celtics,Celtics,006532,f1f2f3,True,1824,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/bos.png,15,s:40~l:46~t:15,Milwaukee,Bucks,MIL,Milwaukee Bucks,Bucks,003813,f0ebd2,True,2099,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/mil.png,2010,
0,291208003,s:40~l:46~e:291208003~c:291208003,2009-12-09T01:00Z,13140,True,False,False,False,[],2009-12-09T01:00Z,1,STD,985,Smoothie King Center,New Orleans,LA,16867.0,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,,,,,,,3,s:40~l:46~t:3,New Orleans,Hornets,NO,New Orleans Hornets,Hornets,0093B1,b4975a,False,985,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/no.png,23,s:40~l:46~t:23,Sacramento,Kings,SAC,Sacramento Kings,Kings,393996,8e9090,True,2247,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/sac.png,2010,
0,291208004,s:40~l:46~e:291208004~c:291208004,2009-12-09T01:00Z,17872,True,False,False,False,[],2009-12-09T01:00Z,1,STD,1847,United Center,Chicago,IL,20917.0,False,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,,,,,,,4,s:40~l:46~t:4,Chicago,Bulls,CHI,Chicago Bulls,Bulls,000000,000000,True,1847,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/chi.png,17,s:40~l:46~t:17,New Jersey,Nets,NJ,New Jersey Nets,Nets,06143F,ffffff,False,2562,,2010,
0,291208029,s:40~l:46~e:291208029~c:291208029,2009-12-09T01:00Z,16325,True,False,False,False,[],2009-12-09T01:00Z,1,STD,1392,FedExForum,Memphis,TN,18400.0,True,0.0,0.0,5,3,STATUS_FINAL,post,True,Final,Final/OT,Final/OT,,,,,,,29,s:40~l:46~t:29,Memphis,Grizzlies,MEM,Memphis Grizzlies,Grizzlies,5D76A8,7399c6,True,1392,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/mem.png,5,s:40~l:46~t:5,Cleveland,Cavaliers,CLE,Cleveland Cavaliers,Cavaliers,061642,fdbb30,True,3417,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/cle.png,2010,OT
0,291208006,s:40~l:46~e:291208006~c:291208006,2009-12-09T01:30Z,19857,True,False,False,False,[],2009-12-09T01:30Z,1,STD,516,American Airlines Center,Dallas,TX,19200.0,False,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,,,,,,,6,s:40~l:46~t:6,Dallas,Mavericks,DAL,Dallas Mavericks,Mavericks,0C479D,c4ced3,True,516,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/dal.png,21,s:40~l:46~t:21,Phoenix,Suns,PHX,Phoenix Suns,Suns,23006A,f1f2f3,True,1949,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/phx.png,2010,
0,291208012,s:40~l:46~e:291208012~c:291208012,2009-12-09T03:30Z,16750,True,False,False,False,[],2009-12-09T03:30Z,1,STD,1841,STAPLES Center,Los Angeles,CA,19068.0,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,,,,,,,12,s:40~l:46~t:12,LA,Clippers,LAC,LA Clippers,Clippers,FA0028,f1f2f3,True,1841,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/lac.png,19,s:40~l:46~t:19,Orlando,Magic,ORL,Orlando Magic,Magic,0860A8,c4ced3,True,4042,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/orl.png,2010,
0,291209001,s:40~l:46~e:291209001~c:291209001,2009-12-10T00:00Z,16808,True,False,False,False,[],2009-12-10T00:00Z,1,STD,1827,State Farm Arena,Atlanta,GA,16888.0,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,,,,,,,1,s:40~l:46~t:1,Atlanta,Hawks,ATL,Atlanta Hawks,Hawks,002B5C,002b5c,True,1827,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/atl.png,4,s:40~l:46~t:4,Chicago,Bulls,CHI,Chicago Bulls,Bulls,000000,000000,True,1847,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/chi.png,2010,
0,291209011,s:40~l:46~e:291209011~c:291209011,2009-12-10T00:00Z,11487,True,False,False,False,[],2009-12-10T00:00Z,1,STD,2183,Bankers Life Fieldhouse,Indianapolis,IN,17923.0,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,,,,,,,11,s:40~l:46~t:11,Indiana,Pacers,IND,Indiana Pacers,Pacers,061642,00275d,True,2183,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/ind.png,22,s:40~l:46~t:22,Portland,Trail Blazers,POR,Portland Trail Blazers,Trail Blazers,000000,bac3c9,True,3423,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/por.png,2010,
0,291209020,s:40~l:46~e:291209020~c:291209020,2009-12-10T00:00Z,12136,True,False,False,False,[],2009-12-10T00:00Z,1,STD,1845,Wells Fargo Center,Philadelphia,PA,20155.0,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,,,,,,,20,s:40~l:46~t:20,Philadelphia,76ers,PHI,Philadelphia 76ers,76ers,000000,f1f2f3,True,1845,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/phi.png,8,s:40~l:46~t:8,Detroit,Pistons,DET,Detroit Pistons,Pistons,FA002C,006bb6,True,3419,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/det.png,2010,
0,291209017,s:40~l:46~e:291209017~c:291209017,2009-12-10T00:30Z,10005,True,False,False,False,[],2009-12-10T00:30Z,1,STD,2562,IZOD Center,East Rutherford,NJ,19990.0,False,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,,,,,,,17,s:40~l:46~t:17,New Jersey,Nets,NJ,New Jersey Nets,Nets,06143F,ffffff,False,2562,,9,s:40~l:46~t:9,Golden State,Warriors,GS,Golden State Warriors,Warriors,00275D,fdb927,True,2465,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/gs.png,2010,
