Role,Number,Player,Ht,Wt,Yr,G,S,Min.Pct,ORtg,Poss.Pct,Shots.Pct,eFG.Pct,TS.Pct,OR.Pct,DR.Pct,ARate,TORate,Blk.Pct,Stl.Pct,FCper40,FDper40,FTRate,FTM,FTA,FT.Pct,FGM_2,FGA_2,FG_2.Pct,FGM_3,FGA_3,FG_3.Pct,Min.Pct.Rk,ORtg.Rk,Poss.Pct.Rk,Shots.Pct.Rk,eFG.Pct.Rk,TS.Pct.Rk,OR.Pct.Rk,DR.Pct.Rk,ARate.Rk,TORate.Rk,Blk.Pct.Rk,Stl.Pct.Rk,FCper40.Rk,FDper40.Rk,FTRate.Rk,FT.Pct.Rk,FG_2.Pct.Rk,FG_3.Pct.Rk,NationalRank,Team,Year,PlayerId
Significant Contributor,1,Hunter Ware,6-2,170,Fr,31,NA,41.8,95,21.2,22.3,45.5,49.9,2.8,13,13.9,19.8,0.4,3,3.2,3.1,24.8,32,39,0.821,34,82,0.415,25,75,0.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,223,NA,NA,NA,NA,NA,NA,National Rank,Bryant,2015,25213
Significant Contributor,3,Bosko Kostur,6-7,215,Fr,23,12,36.7,109.9,20,20.1,58.5,61.8,5.5,6.5,6.5,19.1,0,0.7,5.4,3.7,39.5,37,49,0.755,38,75,0.507,23,49,0.469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bryant,2015,18860
Role Player,4,Shane McLaughlin,6-1,185,Jr,31,31,90.7,92.5,17,13.6,44.2,47.7,1.6,26.4,26.4,27,0.1,1.6,2.2,2.7,35.7,48,74,0.649,66,155,0.426,17,52,0.327,29,NA,NA,NA,NA,NA,NA,NA,194,NA,NA,NA,244,NA,NA,NA,NA,NA,National Rank,Bryant,2015,14458
Role Player,10,Joe O'Shea,6-4,195,Sr,30,30,81,119.6,16.7,15,54.7,60.5,6.2,14,14,15.1,1,1.5,4,3.8,58.8,93,120,0.775,62,118,0.525,33,86,0.384,282,103,NA,NA,247,121,NA,NA,NA,NA,NA,NA,NA,NA,105,357,468,357,National Rank,Bryant,2015,14459
Role Player,34,Curtis Oakley,6-4,215,Jr,27,3,22,93.4,18.7,21.3,46.2,48.2,2.6,9.5,9.5,17,0,1.4,4.8,2.5,19,10,15,0.667,17,41,0.415,13,38,0.342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bryant,2015,18868
Limited Role,14,Andrew Scocca,6-8,235,So,30,10,28.7,90.6,12.3,8.3,42.5,50.1,6.7,8.6,8.6,29.9,2.9,0.3,5,2.6,62.5,18,25,0.72,17,39,0.436,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bryant,2015,25217
Limited Role,20,Gus Riley,6-8,225,Fr,17,7,14.1,91,15.2,18.1,40.7,41.7,5.5,5.8,5.8,11.6,0,0.3,3.4,2.2,18.6,4,8,0.5,7,17,0.412,7,26,0.269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bryant,2015,25218
Benchwarmer,2,Blake McBride,6-5,195,Fr,10,NA,2.5,67.4,11,16.8,21.4,21.4,3.9,6.1,6.1,0,3.7,0,6.5,1,0,0,0,0,0,3,0,1,4,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bryant,2015,25214
Major Contributor,14,Chris Hass,6-5,184,Jr,33,33,72.8,109.2,26.3,32,51.7,56,2.4,9.6,9.6,11.9,1.1,1.1,2.4,4.4,29,99,119,0.832,97,211,0.46,77,200,0.385,NA,NA,224,43,47,408,NA,NA,NA,144,NA,NA,368,NA,NA,114,NA,343,National Rank,Bucknell,2015,18871
Major Contributor,23,Zach Thomas,6-6,210,Fr,21,9,26.4,109.2,25,20.8,54.6,61.3,7.2,11.3,11.3,20.5,1.8,1.4,4.1,6.3,76.3,56,74,0.757,26,62,0.419,18,35,0.514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,445,NA,NA,NA,Bucknell,2015,25223
Significant Contributor,20,Nana Foulland,6-9,227,Fr,33,33,60.4,104.5,23.2,23.2,54.7,55.5,10.4,6.4,6.4,16,4.6,1.1,4.2,4.6,44.9,63,111,0.568,135,247,0.547,0,0,0,NA,NA,NA,NA,249,453,237,445,NA,NA,236,NA,NA,451,381,NA,318,NA,National Rank,Bucknell,2015,25222
Significant Contributor,12,J.C. Show,6-2,204,Fr,33,3,45.1,104.1,20.5,24.8,52.3,54.2,2.6,10,10.1,14.7,0.2,0.7,2.7,2.9,20.3,28,40,0.7,31,68,0.456,48,129,0.372,NA,NA,NA,472,NA,NA,NA,NA,NA,444,NA,NA,NA,NA,NA,NA,NA,471,National Rank,Bucknell,2015,25221
Significant Contributor,50,Dom Hoffman,6-7,222,Jr,28,13,32.5,94.1,21.3,21.3,44.7,47.5,10.6,11.2,11.2,20.2,1.7,0.1,3.4,3.1,25.4,21,31,0.677,53,117,0.453,1,5,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bucknell,2015,14466
Role Player,3,Steven Kaspar,6-3,196,Sr,33,4,55.4,108.3,16.4,11,47.2,55.1,2.1,31.1,31.1,23.7,1.7,2.8,4.3,3.9,80.4,62,86,0.721,34,75,0.453,11,32,0.344,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,315,NA,NA,NA,NA,NA,NA,National Rank,Bucknell,2015,11806
Role Player,5,John Azzinaro,5-11,180,So,33,12,40.1,96.3,19.4,23.7,44.6,47.1,2,12,12.7,14.4,0.2,1.3,4.2,2.5,15.5,20,26,0.769,15,60,0.25,40,108,0.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,414,NA,NA,NA,NA,NA,NA,NA,49,National Rank,Bucknell,2015,18870
Role Player,2,Stephen Brown,5-11,165,Fr,29,17,32.7,96.3,16.9,15.8,48.4,48.6,1.9,19.5,19.5,18.6,0.2,1.3,3.7,3.3,44,19,40,0.475,32,73,0.438,8,18,0.444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bucknell,2015,25220
Role Player,0,D.J. MacLeay,6-7,213,So,29,NA,24.6,103.8,19.2,18,43.6,48.3,12.6,7.7,7.7,12.8,1.3,2.3,6.4,4.3,55.1,27,43,0.628,34,74,0.459,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bucknell,2015,18869
Limited Role,32,Ryan Frazier,6-0,190,Jr,33,30,54.9,108.2,14.9,12.6,46.3,54.9,1.3,15,15.5,17.1,0.4,1.3,3.1,4,75.4,69,92,0.75,31,76,0.408,17,46,0.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,484,NA,NA,National Rank,Bucknell,2015,14464
Limited Role,22,Cory Starkey,6-8,219,Sr,30,11,40.2,98.2,15.3,12.4,47.7,51.8,9.3,12.4,12.4,25.8,0.8,0.6,3.3,2.6,36.4,23,32,0.719,42,88,0.477,0,0,0,NA,NA,NA,NA,NA,NA,359,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National Rank,Bucknell,2015,18872
Limited Role,44,Ben Oberfeld,6-9,240,So,23,NA,13.3,106.4,13.4,13.7,50,53,8.9,0,0,13.2,1.8,0.3,5.6,2.9,43.8,9,14,0.643,16,32,0.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bucknell,2015,18874
Go-to Guys,23,Justin Moss,6-7,240,Jr,33,32,75.1,110.5,28.1,27,52.1,57.6,10,4.9,4.9,15.3,2.9,1.9,4,7.1,60.8,173,237,0.73,203,386,0.526,0,4,0,NA,443,115,254,439,282,281,57,NA,NA,471,NA,NA,14,88,NA,464,NA,National Rank,Buffalo,2015,18878
Significant Contributor,11,Shannon Evans,6-1,170,So,33,33,86.3,109.5,23.7,23.8,49.6,54.7,1.4,27,27.4,18.1,1,2.9,2.4,4.4,36.5,115,144,0.799,97,222,0.437,66,173,0.382,111,NA,487,NA,NA,NA,NA,NA,158,NA,NA,279,399,NA,NA,247,NA,379,National Rank,Buffalo,2015,18876
Significant Contributor,35,Xavier Ford,6-7,210,Sr,31,15,54.4,106.3,22.2,22.5,50.9,54.3,11.3,5.2,5.2,17.2,2.5,2.7,4.9,4.4,38.7,63,91,0.692,91,179,0.508,19,56,0.339,NA,NA,NA,NA,NA,NA,16,349,NA,NA,NA,371,NA,NA,NA,NA,NA,NA,National Rank,Buffalo,2015,14469
Role Player,1,Lamonte Bearden,6-3,160,Fr,33,31,73.8,99.8,19.3,15.2,41.2,49.2,2.9,26,26.9,22.9,1,2.7,3.7,4.4,59.7,95,129,0.736,71,170,0.418,12,46,0.261,NA,NA,NA,NA,NA,NA,NA,NA,175,NA,NA,366,NA,NA,96,NA,NA,NA,National Rank,Buffalo,2015,25225
Role Player,20,Rodell Wigginton,6-5,215,Jr,32,7,54.2,100.1,18.8,20,45.7,47.9,7.1,8.2,8.2,14.3,2.7,2.1,3.2,3.8,36.5,44,76,0.579,77,159,0.484,12,49,0.245,NA,NA,NA,NA,NA,NA,NA,NA,NA,389,497,NA,NA,NA,NA,NA,NA,NA,National Rank,Buffalo,2015,25228
Limited Role,10,Jarryn Skeete,6-3,175,Jr,29,28,65.2,117,14.1,17.9,52,54.4,2.5,9.6,9.6,10.1,0.3,2.2,2.8,2.3,18.3,32,41,0.78,25,66,0.379,61,158,0.386,NA,164,NA,NA,442,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,329,National Rank,Buffalo,2015,14473
Limited Role,2,Will Regan,6-8,230,Sr,33,19,57.2,109.6,13.9,16.1,44.1,48.7,6.6,4.1,4.1,8.9,2.4,0.9,3.1,3,33.9,44,60,0.733,36,85,0.424,28,92,0.304,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,National Rank,Buffalo,2015,11534
Limited Role,31,Raheem Johnson,6-10,235,Jr,33,NA,29.4,98.8,14.4,11.9,53.7,55.9,9.8,1.4,1.4,25,10.8,1.6,8,3.2,50.7,21,34,0.618,36,67,0.537,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Buffalo,2015,25231
Benchwarmer,5,Mory Diane,6-3,175,Fr,4,NA,2.3,66.7,13.1,6.6,83.3,56.5,0,11.3,11.3,43.1,0,0,3.9,3.4,100,0,3,0,1,1,0.999,1,2,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Buffalo,2015,25227
Major Contributor,21,Roosevelt Jones,6-4,227,Jr,34,34,87.5,96,25.4,24.2,42.1,45.6,6.8,23,23,18.1,2,1.6,2.8,4.5,40.1,97,160,0.606,168,399,0.421,0,0,0,77,NA,308,NA,NA,NA,NA,NA,315,NA,NA,NA,NA,NA,NA,NA,NA,NA,National Rank,Butler,2015,11821
Major Contributor,30,Kelan Martin,6-6,215,Fr,34,NA,35.9,97.2,27.8,32.7,45.5,48.7,5,7.5,7.5,14.9,1.9,0.6,4.4,4.3,27.1,42,60,0.7,72,144,0.5,19,77,0.247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Butler,2015,25237
Significant Contributor,24,Kellen Dunham,6-6,185,Jr,34,33,83.6,117,22.3,25.4,52.5,58.6,1.8,6.1,6.1,12.4,0.1,1,1.6,4.6,41.9,142,167,0.85,94,211,0.445,77,188,0.41,186,163,NA,402,405,211,NA,NA,NA,185,NA,NA,5,453,468,68,NA,176,National Rank,Butler,2015,14476
Significant Contributor,45,Andrew Chrabascz,6-7,225,So,30,29,62.4,107.2,22.1,22.9,48.9,51.7,6.4,12,12.9,13.1,2.3,1.7,3.7,4.5,44.6,74,120,0.617,97,202,0.48,23,67,0.343,NA,NA,NA,NA,NA,NA,NA,NA,NA,246,NA,NA,NA,NA,388,NA,NA,NA,National Rank,Butler,2015,18887
Limited Role,3,Alex Barlow,5-11,187,Sr,34,34,83.6,106.1,15.3,15.4,52.1,55.9,1.6,15.1,15.1,22.5,0.2,4,3.6,2.3,25.1,51,61,0.836,41,90,0.456,57,153,0.373,185,NA,NA,NA,438,421,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,465,National Rank,Butler,2015,16801
Limited Role,31,Kameron Woods,6-9,200,Sr,34,34,77.2,113.2,15.1,12.4,50.6,55.2,11.1,7.3,7.3,15.8,3.5,2.3,2.6,3.8,70,83,126,0.659,91,180,0.506,0,0,0,436,286,NA,NA,NA,483,18,11,NA,NA,36,NA,NA,NA,42,NA,NA,NA,National Rank,Butler,2015,11825
Limited Role,0,Austin Etherington,6-6,215,Jr,32,NA,28.4,95.3,13.3,12.7,45.6,50.2,5.4,8.3,8.3,26.2,0.9,1.4,6.8,1.9,20.6,13,14,0.929,16,30,0.533,10,38,0.263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Butler,2015,19588
Limited Role,4,Tyler Wideman,6-8,245,Fr,34,5,26.9,94.9,15.4,11.1,53.6,51,10.1,7.9,7.9,23.9,4.8,1.5,6.7,3.6,73.2,17,41,0.415,30,56,0.536,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Butler,2015,25234
Benchwarmer,11,Jackson Aldridge,6-0,187,Sr,19,1,6.9,93.4,13.4,15.4,45,45.3,0,4.2,4.2,9.8,0,1.3,3.4,3.2,45,4,9,0.444,6,10,0.6,2,10,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Butler,2015,11817
Benchwarmer,13,Jackson Davis,6-8,210,Fr,17,NA,4.9,71.9,18.3,18.6,35.3,35.2,5.2,0,0,15.3,7,1.9,7.2,4.2,52.9,3,9,0.333,6,17,0.353,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Butler,2015,25235
Go-to Guys,3,Tyler Haws,6-5,195,Sr,33,33,81.5,119.2,29.3,32.8,52.9,59.3,4.7,16.4,16.4,12,0.8,1.7,1.6,6.2,42.8,193,223,0.865,196,378,0.519,53,143,0.371,268,108,66,23,372,185,NA,NA,NA,147,NA,NA,46,46,439,38,NA,489,National Rank,BYU,2015,9096
Major Contributor,5,Kyle Collinsworth,6-6,210,Jr,32,32,74.5,112.2,27.2,22.4,48.3,54.1,9,37.1,37.1,19.6,1.1,3.2,2.9,5.5,53.8,128,175,0.731,148,304,0.487,6,21,0.286,NA,334,157,NA,NA,NA,384,75,15,NA,NA,158,NA,144,168,NA,NA,NA,National Rank,BYU,2015,10448
Significant Contributor,1,Chase Fischer,6-3,195,Jr,32,31,65.3,112,20.7,25.8,54.7,57.1,1.3,13,13.5,14.8,0.2,1.6,2.1,3,18.6,49,61,0.803,40,97,0.412,93,231,0.403,NA,351,NA,361,243,315,NA,NA,NA,479,NA,NA,219,NA,NA,NA,NA,206,National Rank,BYU,2015,14004
Significant Contributor,20,Anson Winder,6-3,190,Sr,27,9,52.2,118.7,20.8,23.8,55.6,58.9,2.5,13.5,13.5,11,0.4,2.9,3,4.6,41.3,72,100,0.72,70,130,0.538,43,112,0.384,NA,129,NA,NA,NA,NA,NA,NA,NA,93,NA,281,NA,475,NA,NA,365,353,National Rank,BYU,2015,11788
Significant Contributor,23,Skyler Halford,6-1,175,Sr,32,3,45.7,121.5,21.2,21.2,62.7,67,1.7,23,23,20.7,0.2,2.1,4.1,3.9,35.4,59,67,0.881,42,84,0.5,51,105,0.486,NA,65,NA,NA,NA,NA,NA,NA,314,NA,NA,NA,NA,NA,NA,22,NA,5,National Rank,BYU,2015,18891
Role Player,24,Frank Bartley,6-3,200,So,31,NA,20.9,100.5,17.9,14.5,43.2,48.8,4.1,17.5,17.5,19.4,3,2.2,3,4.8,74.6,27,44,0.614,15,36,0.417,7,23,0.304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BYU,2015,18892
Role Player,35,Isaac Neilson,6-11,225,Fr,32,5,20.7,111.6,16,16.4,53.8,56.2,11.2,2,2,15.5,3.7,1.2,7.2,3.3,39.4,17,26,0.654,25,45,0.556,7,21,0.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BYU,2015,25243
Nearly Invisible,44,Corbin Kaufusi,6-10,245,Fr,32,13,40.1,103.7,11.8,7.7,56.7,58.9,11.4,0.6,0.6,26,6.1,1.2,8.5,3.4,93.3,34,56,0.607,34,60,0.567,0,0,0,NA,NA,NA,NA,NA,NA,156,NA,NA,NA,135,NA,NA,NA,NA,NA,NA,NA,National Rank,BYU,2015,25244
Nearly Invisible,41,Luke Worthington,6-10,235,So,31,19,28.8,97.5,7.9,6.4,36.1,45.5,5.4,2.4,2.4,18.7,0.5,1.2,9.3,2.4,72.2,18,26,0.692,13,36,0.361,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BYU,2015,18893
Nearly Invisible,30,Dalton Nixon,6-7,215,Fr,25,2,17.1,109.1,11.3,9.9,43.9,51.7,5.5,12.8,12.8,22.1,1.4,0.8,5.1,2,30.3,10,10,0.999,10,19,0.526,3,14,0.214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BYU,2015,25242
Nearly Invisible,12,Josh Sharp,6-7,190,Sr,21,10,16.5,133.7,8.4,5.9,57.9,60.5,11.5,10.9,10.9,18.4,4.2,1.3,6.5,1.7,36.8,5,7,0.714,8,15,0.533,2,4,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BYU,2015,11786
Nearly Invisible,33,Nate Austin,6-11,230,Sr,8,8,12.6,130,8.7,6.9,50,57.3,9.6,5.7,5.7,11.6,1.2,2,4.5,2.5,70.6,9,12,0.75,7,12,0.583,1,5,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BYU,2015,11777
Nearly Invisible,15,Jake Toolson,6-5,215,Fr,24,NA,12.3,111.8,10.6,13.3,54.7,56.1,2.1,7.2,7.2,16.4,0,1,3.9,1.3,6.2,2,2,0.999,4,5,0.8,9,27,0.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BYU,2015,25240
Nearly Invisible,10,Ryan Andrus,6-11,215,Fr,19,NA,10.3,130.3,11.8,10,62.5,67,9.2,2.5,2.5,14.1,1.5,1.7,6.7,3.6,80,12,16,0.75,8,13,0.615,3,7,0.429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BYU,2015,25239
Go-to Guys,0,David Nwaba,6-4,200,Jr,23,19,56.5,96.7,28.4,27.4,42.8,46.9,6.1,15,15,12.7,2.7,3.3,3.2,5.3,45.4,65,104,0.625,95,219,0.434,2,10,0.2,NA,NA,98,231,NA,NA,NA,NA,NA,213,499,141,NA,179,NA,NA,NA,NA,National Rank,Cal Poly,2015,18903
Major Contributor,5,Reese Morgan,6-2,206,Jr,25,NA,50,116.3,24.9,22.9,47.6,57.1,5.5,12,12,12.4,0.7,1.9,4.5,5.7,60.9,88,103,0.854,25,55,0.455,37,114,0.325,NA,183,349,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,115,NA,57,NA,NA,National Rank,Cal Poly,2015,14486
Significant Contributor,34,Brian Bennett,6-9,253,Jr,27,26,76.1,100.7,22.7,24.4,48.7,49.5,6.8,7.3,7.3,11.8,0.8,1.5,3,3.3,25.5,37,70,0.529,134,274,0.489,0,1,0,478,NA,NA,NA,NA,NA,NA,292,NA,132,NA,NA,NA,NA,NA,NA,NA,NA,National Rank,Cal Poly,2015,14483
Significant Contributor,25,Joel Awich,6-7,205,Jr,27,26,73.1,89.8,21.3,22.1,40.8,43.7,5.8,9.6,9.6,17.1,5.3,1.5,4.2,2.7,20.1,34,48,0.708,60,169,0.355,25,70,0.357,NA,NA,NA,NA,NA,NA,NA,145,NA,NA,187,NA,NA,NA,NA,NA,NA,NA,National Rank,Cal Poly,2015,14482
Significant Contributor,10,Ridge Shipley,6-0,185,So,25,14,59.4,104,21,21.4,48.7,52.2,1.5,18,18.1,16.3,0.2,1.6,2.4,3.1,27.7,39,52,0.75,27,62,0.435,43,126,0.341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,National Rank,Cal Poly,2015,18906
Role Player,3,Maliik Love,6-2,209,Sr,27,27,70.1,91.2,16.8,12.9,43.7,44.9,6.5,21,21.4,24.7,0.8,1.8,2.5,2.4,32.8,22,44,0.5,54,125,0.432,3,9,0.333,NA,NA,NA,NA,NA,NA,NA,NA,381,NA,NA,NA,429,NA,NA,NA,NA,NA,National Rank,Cal Poly,2015,10395
Limited Role,30,Michael Bolden,6-5,192,Sr,27,17,58,105.7,12.2,14.6,44.8,47.2,3,6.2,6.2,7.8,1.3,2.1,2.3,1.8,17.6,16,22,0.727,14,34,0.412,28,91,0.308,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,299,NA,NA,NA,NA,NA,National Rank,Cal Poly,2015,18909
Limited Role,42,Anthony Silvestri,6-7,218,Sr,22,1,19,53,14.4,18.2,18.6,20.6,4.3,1,1,11.3,0,0.7,3.9,1.6,9.8,3,5,0.6,2,9,0.222,5,42,0.119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cal Poly,2015,18910
Limited Role,1,Aleks Abrams,6-8,225,Fr,24,1,16.2,77.9,12,11.7,14.3,22,15,1.1,1.1,9.5,4.7,0.4,7.9,2,28.6,6,8,0.75,4,28,0.143,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cal Poly,2015,25249
Nearly Invisible,13,Kyle Toth,6-2,175,Jr,9,4,15.9,127.2,10.5,14.5,58.8,56.5,1.3,6.5,6.5,0,0.7,0.8,2.3,1.3,8.8,0,3,0,2,5,0.4,12,29,0.414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cal Poly,2015,14364
Benchwarmer,23,KJ Logue,6-5,205,Jr,9,NA,4.4,76.8,7.7,1.5,0,26,9.2,4,4,18.2,0,1.4,1.7,3.6,600,2,6,0.333,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cal Poly,2015,25253
Go-to Guys,42,Aly Ahmed,6-9,250,Jr,28,25,68.7,101.6,28.3,28.6,48.8,53.1,9.5,15.3,15.3,17.7,3.5,0.6,3.6,5.5,44.4,94,135,0.696,147,299,0.492,1,5,0.2,NA,NA,99,15,NA,NA,335,13,NA,NA,37,NA,NA,155,392,NA,NA,NA,National Rank,Cal St. Bakersfield,2015,18943
Significant Contributor,10,Kevin Mays,6-4,220,Jr,30,30,68.7,99.9,22.7,21.3,46.3,51.5,14.3,9.6,9.6,20.4,0.7,2.7,4.6,4.1,41.9,70,95,0.737,105,222,0.473,0,5,0,NA,NA,NA,NA,NA,NA,23,71,NA,NA,NA,377,NA,NA,469,NA,NA,NA,National Rank,Cal St. Bakersfield,2015,16819
Significant Contributor,2,Tyrell Corbin,6-0,185,Sr,30,24,53.6,91.6,20,17.7,44.2,51.6,2.6,20.3,20.3,28.6,0.2,2.7,1.9,3.4,38.1,49,56,0.875,32,84,0.381,22,63,0.349,NA,NA,NA,NA,NA,NA,NA,NA,435,NA,NA,353,136,NA,NA,NA,NA,NA,National Rank,Cal St. Bakersfield,2015,13880
Significant Contributor,5,Dashawn Richmond,6-3,200,Jr,26,5,34,92.5,22.9,24.3,44.9,49.2,5,9.7,9.7,20.7,1,2.4,5.8,3.9,33.6,31,43,0.721,26,66,0.394,21,62,0.339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cal St. Bakersfield,2015,25282
Role Player,3,Javonte Maynor,6-0,180,Sr,30,20,72.6,98.8,16,20.5,47.2,49.2,1.1,6.4,6.4,13.5,0.3,1.8,3.3,2.5,21.3,32,49,0.653,17,52,0.327,61,178,0.343,NA,NA,NA,NA,NA,NA,NA,NA,NA,281,NA,NA,NA,NA,NA,NA,NA,NA,National Rank,Cal St. Bakersfield,2015,10793
Role Player,11,Jaylin Airington,6-4,190,So,30,23,68.7,104.3,17.8,17.8,42.3,49.5,6,15.3,15.3,15.4,1.1,1.9,4.4,3.7,46,68,87,0.782,53,128,0.414,18,61,0.295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,343,324,NA,NA,National Rank,Cal St. Bakersfield,2015,25283
Role Player,1,Brent Wrapp,6-3,175,Fr,30,6,50.7,104.2,16.6,10.5,46.3,54.9,3.2,34.1,34.1,26.3,0.4,1.9,4.8,4,89,52,73,0.712,38,76,0.5,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,National Rank,Cal St. Bakersfield,2015,25280
Role Player,4,Cortez Connors,6-2,185,Jr,29,12,35.6,91.7,17,21.4,41.5,44.5,3.1,10,10.4,16.9,0,1.5,3.8,2,10.2,12,12,0.999,22,52,0.423,18,66,0.273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cal St. Bakersfield,2015,25281
Limited Role,23,Abdul Ahmed,6-10,240,Sr,30,4,30.2,84,15.7,18,36.3,39.4,4,12.8,12.8,20.5,1.9,0.7,6,1.9,11.9,9,10,0.9,14,36,0.389,11,48,0.229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cal St. Bakersfield,2015,18942
Limited Role,15,Kregg Jones,6-8,235,Sr,24,1,17,92.9,15,13.7,52.8,51.7,4.7,0,0,16.9,6.6,0.6,4.2,4.3,77.8,13,28,0.464,19,36,0.528,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cal St. Bakersfield,2015,18941
Go-to Guys,23,Alex Harris,6-1,180,Sr,26,25,72.3,96.9,30.2,29.7,45.7,50.2,1.6,27.4,27.4,17.3,0.5,2.9,2.4,6,47.2,107,160,0.669,104,219,0.475,34,120,0.283,NA,NA,41,106,NA,NA,NA,NA,153,NA,NA,276,385,61,311,NA,NA,NA,National Rank,Cal St. Fullerton,2015,10558
Go-to Guys,10,Lanerryl Johnson,6-1,165,Jr,29,14,53.7,105.5,29.8,34.2,50.2,54.8,1.6,19,19.4,14.6,0,1.8,3.5,4.8,29.3,71,85,0.835,66,165,0.4,53,125,0.424,NA,NA,56,9,NA,NA,NA,NA,488,437,NA,NA,NA,342,NA,104,NA,111,National Rank,Cal St. Fullerton,2015,16370
